"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[6254]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / RIO DAS VELHAS GREENSTONE BELT / NOVA LIMA GROUP","","-20","-20.5","-43.38","-43.88","SAE","","","s_MZ37 [6254]","BASALT [6254]","","","","ARCHEAN [6254]","","","","","VOL","","","","","WR [6254] ","55.1","1.3","","14.2","","4.5","6.5","","6.8","5.9","0.12","","0.36","2.6","0.3","2.49","","","","0.1","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136","","","42","44","","","","","","","","","","41","125","7","","","","","","","","","","","","","","18.6","36","4.44","19.6","4.96","1.12","5.08","0.97","6.4","1.31","3.89","0.61","3.85","0.6","3.5","0.56","","","","","","","","","","","3.78","","","","","","","","","","","","","","","","","","","","","","","","","","199419",
"[6254]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / RIO DAS VELHAS GREENSTONE BELT / NOVA LIMA GROUP","","-20","-20.5","-43.38","-43.88","SAE","","","s_MZ24 [6254]","BASALT [6254]","","","","ARCHEAN [6254]","","","","","VOL","","","","","WR [6254] ","52.9","0.41","","10.4","","3.6","7.2","","7","12.05","0.15","","0.48","1.5","0.24","3.36","","","","0.07","","","","","","","","","","","3.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","915","","","60","276","","","","","","","","","","14","50","2.6","","","","","","","","","","","","","","8.75","16.5","2","8.49","2.06","0.63","2.03","0.37","2.32","0.46","1.39","0.21","1.36","0.22","1.4","0.27","","","","","","","","","","","2.21","","","","","","","","","","","","","","","","","","","","","","","","","","199420",
"[6254]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / RIO DAS VELHAS GREENSTONE BELT / NOVA LIMA GROUP","","-20","-20.5","-43.38","-43.88","SAE","","","s_MZ42A [6254]","BASALT [6254]","","","","ARCHEAN [6254]","","","","","VOL","","","","","WR [6254] ","56.6","0.94","","13.2","","5.1","6.2","","7.1","4.6","0.12","","0.91","1.8","0.32","2.39","","","","0.63","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","35","37","","","","","","","","","","25","107","5.7","","","","","","","","","","","","","","21.4","36.8","4.52","18.9","4.17","1.2","3.95","0.66","4.01","0.79","2.37","0.34","2.21","0.35","3","0.47","","","","","","","","","","","4.97","","","","","","","","","","","","","","","","","","","","","","","","","","199421",
"[6252]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / RIO DAS VELHAS GREENSTONE BELT / NOVA LIMA GROUP / LOWER NOVA LIMA GROUP - UNIT 2","","-20","-20.5","-43.38","-43.88","SAE","","","s_1 [6252]","DACITE [6252]","","","","ARCHEAN [6252]","","","","","VOL","","","","","WR [6252] ","60.1","0.61","","15","","","","","4.2","1.8","0.09","","1.7","7.4","0.34","","","","","","","","","","","","","","","","0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","","99","45","","","33","23","","","","","","","","42","1250","17","180","5","","","","","","","","","","","","","1586","10.24","24.46","","12.96","2.55","0.72","2.05","","1.82","0.31","0.59","","0.56","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199456",
"[6252]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / RIO DAS VELHAS GREENSTONE BELT / NOVA LIMA GROUP / LOWER NOVA LIMA GROUP - UNIT 2","","-20","-20.5","-43.38","-43.88","SAE","","","s_2 [6252]","DACITE [6252]","","","","ARCHEAN [6252]","","","","","VOL","","","","","WR [6252] ","66.5","0.44","","16.6","","","","","0.79","3.08","0.08","","2.5","4.4","0.1","","","","","","","","","","","","","","","","1.98","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","66","81","","","45","111","","","","","","","","42","363","","140","6","","","","","","","","","","","","","360","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199457",
"[6252]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / RIO DAS VELHAS GREENSTONE BELT / NOVA LIMA GROUP / LOWER NOVA LIMA GROUP - UNIT 2","","-20","-20.5","-43.38","-43.88","SAE","","","s_3 [6252]","DACITE [6252]","","","","ARCHEAN [6252]","","","","","VOL","","","","","WR [6252] ","68.7","0.3","","13","","","","","4.1","0.92","0.09","","0.63","5.7","0.11","","","","","","","","","","","","","","","","0.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","","52","42","","","20","21","","","","","","","","22","870","15","150","5","","","","","","","","","","","","","276","16.78","34.79","","17.44","2.94","0.77","2.66","","1.69","0.33","0.85","","0.68","0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199458",
"[6252]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / RIO DAS VELHAS GREENSTONE BELT / NOVA LIMA GROUP / LOWER NOVA LIMA GROUP - UNIT 2","","-20","-20.5","-43.38","-43.88","SAE","","","s_4 [6252]","DACITE [6252]","","","","ARCHEAN [6252]","","","","","VOL","","","","","WR [6252] ","62.2","0.54","","14.2","","","","","3.5","3.9","0.09","","0.61","4.7","0.08","","","","","","","","","","","","","","","","2.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","","107","199","","","33","100","","","","","","","","20","561","20","140","5","","","","","","","","","","","","","269","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199459",
"[6252]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / RIO DAS VELHAS GREENSTONE BELT / NOVA LIMA GROUP / LOWER NOVA LIMA GROUP - UNIT 2","","-20","-20.5","-43.38","-43.88","SAE","","","s_5 [6252]","DACITE [6252]","","","","ARCHEAN [6252]","","","","","VOL","","","","","WR [6252] ","63.9","0.44","","13.9","","","","","4","2.2","0.07","","1.4","5.1","0.08","","","","","","","","","","","","","","","","1.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","69","63","","","27","25","","","","","","","","39","635","12","160","5","","","","","","","","","","","","","362","11.31","24.78","","13.08","2.36","0.75","1.93","","1.28","0.23","0.48","","0.36","0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199460",
"[6252]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / RIO DAS VELHAS GREENSTONE BELT / NOVA LIMA GROUP / LOWER NOVA LIMA GROUP - UNIT 2","","-20","-20.5","-43.38","-43.88","SAE","","","s_6 [6252]","DACITE [6252]","","","","ARCHEAN [6252]","","","","","VOL","","","","","WR [6252] ","66.8","0.44","","15.9","","","","","0.38","2.2","0.08","","0.41","7.1","0.12","","","","","","","","","","","","","","","","1.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","","70","59","","","33","33","","","","","","","","21","474","12","160","5","","","","","","","","","","","","","90","10.74","28.05","","14.65","2.39","0.55","1.57","","0.96","0.17","0.37","","0.32","0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199461",
"[6252]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / RIO DAS VELHAS GREENSTONE BELT / NOVA LIMA GROUP / LOWER NOVA LIMA GROUP - UNIT 2","","-20","-20.5","-43.38","-43.88","SAE","","","s_7 [6252]","DACITE [6252]","","","","ARCHEAN [6252]","","","","","VOL","","","","","WR [6252] ","70.8","0.23","","14.4","","","","","2.3","0.58","0.08","","2","4.2","0.08","","","","","","","","","","","","","","","","1.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","23","32","","","17","10","","","","","","","","58","444","7","150","5","","","","","","","","","","","","","997","11.22","26.13","","12.72","1.64","0.45","0.89","","0.52","0.09","0.18","","0.17","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199462",
"[6252]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / RIO DAS VELHAS GREENSTONE BELT / NOVA LIMA GROUP / LOWER NOVA LIMA GROUP - UNIT 2","","-20","-20.5","-43.38","-43.88","SAE","","","s_8 [6252]","DACITE [6252]","","","","ARCHEAN [6252]","","","","","VOL","","","","","WR [6252] ","65.7","0.52","","15.9","","","","","3.8","1.4","0.08","","1.8","5","0.13","","","","","","","","","","","","","","","","1.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","","66","71","","","28","31","","","","","","","","32","1675","21","230","5","","","","","","","","","","","","","653","11.47","23.42","","11","1.86","0.51","1.32","","1.05","0.18","0.41","","0.36","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199463",
"[5625]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / MORRO DO FERRO GREENSTONE BELT / MORRO DO FERRO GREENSTONE BELT / MORRO DO NIQUEL UNIT","NEAR FORTALEZA DE MINAS VILLAGE, MINAS GERAIS","-20.5","-21","-46.5","-47","SAE","","","s_1 [5625]","KOMATIITE [5625]","","","","ARCHEAN [5625]","","","","","VOL","","","","","WR [5625] ","45.5","0.4","","2.8","","7.5","4.6","","3.2","27.3","0","","0.05","0.01","0.03","","","","","","","","","","","","","","","","8.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199557",
"[5625]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / MORRO DO FERRO GREENSTONE BELT / MORRO DO FERRO GREENSTONE BELT / MORRO DO NIQUEL UNIT","NEAR FORTALEZA DE MINAS VILLAGE, MINAS GERAIS","-20.5","-21","-46.5","-47","SAE","","","s_2 [5625]","KOMATIITE [5625]","","","","ARCHEAN [5625]","","","","","VOL","","","","","WR [5625] ","49","0.55","","9.4","","0.93","8.7","","9","17.2","0.17","","0.55","0.22","0.1","","","","","0.05","","","","","","","","","","","3.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199558",
"[5625]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / MORRO DO FERRO GREENSTONE BELT / MORRO DO FERRO GREENSTONE BELT / MORRO DO NIQUEL UNIT","NEAR FORTALEZA DE MINAS VILLAGE, MINAS GERAIS","-20.5","-21","-46.5","-47","SAE","","","s_3 [5625]","KOMATIITE [5625]","","","","ARCHEAN [5625]","","","","","VOL","","","","","WR [5625] ","43.2","0.63","","2.9","","3.99","8.07","","7.1","27.1","0.17","","0.05","0.7","0.1","","","","","0.05","","","","","","","","","","","5.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199559",
"[5625]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / MORRO DO FERRO GREENSTONE BELT / MORRO DO FERRO GREENSTONE BELT / MORRO DO NIQUEL UNIT","NEAR FORTALEZA DE MINAS VILLAGE, MINAS GERAIS","-20.5","-21","-46.5","-47","SAE","","","s_4 [5625]","BASALT [5625]","","","","ARCHEAN [5625]","","","","","VOL","","","","","WR [5625] ","45.4","0.87","","5.7","","4.1","9.99","","10.4","18.2","0.23","","0.09","0.51","0.1","","","","","0.05","","","","","","","","","","","4.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199560",
"[5625]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / MORRO DO FERRO GREENSTONE BELT / MORRO DO FERRO GREENSTONE BELT / MORRO DO NIQUEL UNIT","NEAR FORTALEZA DE MINAS VILLAGE, MINAS GERAIS","-20.5","-21","-46.5","-47","SAE","","","s_5 [5625]","BASALT [5625]","","","","ARCHEAN [5625]","","","","","VOL","","","","","WR [5625] ","47.9","0.93","","4.8","","3.45","9.13","","11.8","18.4","0.22","","0.37","0.44","0.1","","","","","0.05","","","","","","","","","","","2.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199561",
"[5625]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / MORRO DO FERRO GREENSTONE BELT / MORRO DO FERRO GREENSTONE BELT / MORRO DO NIQUEL UNIT","NEAR FORTALEZA DE MINAS VILLAGE, MINAS GERAIS","-20.5","-21","-46.5","-47","SAE","","","s_6 [5625]","BASALT [5625]","","","","ARCHEAN [5625]","","","","","VOL","","","","","WR [5625] ","45.5","0.52","","9.2","","4.5","6.5","","9.9","17.5","0","","0.19","0.08","0.08","","","","","","","","","","","","","","","","4.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199562",
"[5625]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / MORRO DO FERRO GREENSTONE BELT / MORRO DO FERRO GREENSTONE BELT / CORREGO DO SALVADOR UNIT","NEAR FORTALEZA DE MINAS VILLAGE, MINAS GERAIS","-20.5","-21","-46.5","-47","SAE","","","s_7 [5625]","BASALT [5625]","","","","ARCHEAN [5625]","","","","","VOL","","","","","WR [5625] ","48.5","0.85","","13.4","","3.82","7.99","","7.7","11.5","0.18","","0.09","3.17","0.1","","","","","0.05","","","","","","","","","","","2.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199563",
"[5625]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / MORRO DO FERRO GREENSTONE BELT / MORRO DO FERRO GREENSTONE BELT / CORREGO DO SALVADOR UNIT","NEAR FORTALEZA DE MINAS VILLAGE, MINAS GERAIS","-20.5","-21","-46.5","-47","SAE","","","s_8 [5625]","BASALT [5625]","","","","ARCHEAN [5625]","","","","","VOL","","","","","WR [5625] ","48.3","1.6","","16.7","","4.4","6.5","","9.2","5.4","0","","0.35","2.71","0.22","","","","","","","","","","","","","","","","2.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199564",
"[16390]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / MAIRI GNEISSIC COMPLEX","","-11.25","-12.5","-40.3","-40.6","SAE","","","s_SSR 526A [16390]","GNEISS [16390]","","","","ARCHEAN [16390]","","","","","MET","","","","","WR [16390] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.510357","","","0.736043","","","","","","","","","","","","","","","","","","","","","615096",
"[5278]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / PIUMHI GREENSTONE BELT / PIUMHI MASSIF","","-12.5","-12.5","-51.93","-51.93","SAE","","","s_A24C [5278]","KOMATIITE, PERIDOTITIC [5278]","","","","ARCHEAN [5278]","","","","","VOL","","","","","WR [5278] ","39.83","0.26","","4.01","","4.09","6.19","","2.83","32.32","0.18","","0.06","0.07","0.08","","10.03","0.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2056","","","122","1806","","","","","","","","","","","","","","","","","","","","","","","","","","1.63","4.12","","2.4","0.682","0.249","","","0.923","","0.598","","0.596","0.095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","805075",
"[5278]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / PIUMHI GREENSTONE BELT / PIUMHI MASSIF","","-12.5","-12.5","-51.93","-51.93","SAE","","","s_A24A [5278]","KOMATIITE, PERIDOTITIC [5278]","","","","ARCHEAN [5278]","","","","","VOL","","","","","WR [5278] ","44.3","0.26","","4.7","","2.7","9.69","","4.4","24.2","0.21","","0.02","0.17","0.06","","7.62","0.06","","0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5250","","","","1886","","","","","","","","","","","46","","","","","","","","","","","","","","","1.45","4.49","","3.26","0.823","0.171","","","1.105","","0.708","","0.713","0.113","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","805076",
"[5278]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / PIUMHI GREENSTONE BELT / PIUMHI MASSIF","","-12.5","-12.5","-51.93","-51.93","SAE","","","s_A24E [5278]","KOMATIITE, PERIDOTITIC [5278]","","","","ARCHEAN [5278]","","","","","VOL","","","","","WR [5278] ","46.7","0.37","","6","","0","8.3","","7.7","22.8","0.13","","0","0.06","0.06","","6.34","","","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7540","","","","1022","","","","","","","","","","","39","","","","","","","","","","","","","","","1.26","3.51","","3.01","0.856","0.154","1.13","","1.31","","0.911","","0.969","0.161","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","805077",
"[5278]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / PIUMHI GREENSTONE BELT / PIUMHI MASSIF","","-12.5","-12.5","-51.93","-51.93","SAE","","","s_A23C [5278]","KOMATIITE, BASALTIC [5278]","","","","ARCHEAN [5278]","","","","","VOL","","","","","WR [5278] ","52.5","0.5","","11.5","","1.2","9.45","","6.8","11.5","0.27","","0.4","1.67","0.06","","3.73","0.05","","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1012","","","","236","","","","","","","","","","","50","","","","","","","","","","","","","","","2.09","5.17","","3","0.852","0.322","1.109","","1.326","","0.854","","0.828","0.128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","805078",
"[5278]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / PIUMHI GREENSTONE BELT / PIUMHI MASSIF","","-12.5","-12.5","-51.93","-51.93","SAE","","","s_A23A [5278]","KOMATIITE, BASALTIC [5278]","","","","ARCHEAN [5278]","","","","","VOL","","","","","WR [5278] ","54.3","0.57","","13","","0.32","9.88","","7.2","8.8","0.33","","0.33","2.75","0.08","","2.09","0.18","","0.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","424","","","","79","","","","","","","","","","","70","","","","","","","","","","","","","","","3.23","7.94","","4.76","1.42","0.557","1.88","","2.41","","1.596","","1.613","0.259","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","805079",
"[5278]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / PIUMHI GREENSTONE BELT / PIUMHI MASSIF","","-12.5","-12.5","-51.93","-51.93","SAE","","","s_A24F [5278]","KOMATIITE, BASALTIC [5278]","","","","ARCHEAN [5278]","","","","","VOL","","","","","WR [5278] ","48.9","0.66","","11.2","","1.8","10.42","","6.9","12.9","0.16","","0.25","2.35","","","3.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2700","","","","236","","","","","","","","","","","94","","","","","","","","","","","","","","","5.72","13.25","","8.122","1.956","0.705","2.267","","2.584","","1.618","","1.6","0.252","","","","","","","","","","","","","","","0.51209","","","","","","","","","","","","","","","","","","","","","","","","805080",
"[5278]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / PIUMHI GREENSTONE BELT / PIUMHI MASSIF","","-12.5","-12.5","-51.93","-51.93","SAE","","","s_A25 [5278]","BASALT, THOLEIITIC [5278]","","","","ARCHEAN [5278]","","","","","VOL","","","","","WR [5278] ","52.5","0.99","","12.5","","0.89","10.45","","7.1","8.2","0.27","","0.36","4.08","0.14","","2.63","0.02","","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","855","","","","240","","","","","","","","","","","109","","","","","","","","","","","","","","","15.56","35.1","","16.96","3.84","1.218","3.98","","3.69","","1.832","","1.43","0.187","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","805081",
"[5278]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / PIUMHI GREENSTONE BELT / PIUMHI MASSIF","","-12.5","-12.5","-51.93","-51.93","SAE","","","s_A38A [5278]","BASALT [5278]","","","","ARCHEAN [5278]","","","","VARIOLITIC [5278] ","VOL","","","","","WR [5278] ","51.5","0.68","","10.9","","1.4","10.31","","8.8","9.8","0.31","","0.27","2.96","0.08","","2.5","0.02","","0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","490","","","","157","","","","","","","","","","","50","","","","","","","","","","","","","","","2.94","7.76","","5.56","1.854","0.733","2.76","","3.36","","2.07","","1.83","0.261","","","","","","","","","","","","","","","0.512774","","","","","","","","","","","","","","","","","","","","","","","","805082",
"[5278]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / PIUMHI GREENSTONE BELT / PIUMHI MASSIF","","-12.5","-12.5","-51.93","-51.93","SAE","","","s_A91C [5278]","ANDESITE [5278]","","","","ARCHEAN [5278]","","","","","VOL","","","","","WR [5278] ","57.1","0.78","","14.2","","0.86","6.15","","5.9","5","0.25","","0.1","5.01","0.21","","2.59","0.01","","1.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","294","","","","79","","","","","","","","","","","109","","","","","","","","","","","","","","","17","39.4","","20.3","4.33","1.3","3.95","","3.34","","1.84","","1.69","0.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","805083",
"[5278]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / PIUMHI GREENSTONE BELT / PIUMHI MASSIF","","-12.5","-12.5","-51.93","-51.93","SAE","","","s_A148 [5278]","RHYOLITE [5278]","","","","ARCHEAN [5278]","","","","","VOL","","","","","WR [5278] ","73.8","0","","12","","1.5","2.86","","0.45","0.67","0.43","","2.86","4.76","","","0.05","0.06","","0.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","","","","","","","","","","","","","","","79","","","","","","","","","","","","","","","15.5","38.9","","23.3","6.45","0.853","6.54","","6.7","","3.66","","3.62","0.549","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","805084",
