"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SAE","","","s_JAG34 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOL","","","","","WR [19933] ","45.63","0.11","","6.94","","","","","6.63","30.58","0.12","","0.03","0.1","0.02","","","","","","","","","","","","","","","","2.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","","78","2404","","","65","492","14.98","4.61","1.27","","","","","8.58","6.9","3.58","1.2","0.2","","0.00524","0.00191","0.02351","","","","","","","","0.03","4.36","0.32","0.63","0.18","0.9","0.19","0.07","0.25","0.06","0.39","0.1","0.38","0.06","0.38","0.07","0.03","0.04","","","0.0032","0.00149","0.00654","","","","57","","0.04","0.03","","","","","","","","","","","","","","","","","","","","","","","","","973328",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SAE","","","s_JAG17 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOL","","","","","WR [19933] ","49.38","0.58","","18.5","","","","","8.88","7.53","0.16","","2.67","2.38","0.05","","","","","","","","","","","","","","","","1.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","","284","938","","","60","255","39","102","13.71","","","","","93.5","94.37","14.38","19","0.6","","0.00075","0.00114","0.00751","","","","","","","","2.24","152","3.11","8.77","0.97","4.59","1.36","0.57","2.06","0.4","2.29","0.54","1.7","0.31","1.59","0.26","0.24","0.02","","","0.0008","0.00037","0.00436","","","","1.14","","0.31","0.08","","","","","","","","","","","","","","","","","","","","","","","","","973329",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SAE","","","s_JAG18 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOL","","","","","WR [19933] ","49.95","0.56","","18.07","","","","","9.51","7.36","0.13","","2.11","2.69","0.06","","","","","","","","","","","","","","","","0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","","201","667","","","41","191","28","47","7.69","","","","","74.8","119.35","10.5","17.9","0.32","","0.00037","0.0042","0.00217","","","","","","","","1.51","98","1.81","3.09","0.36","2.01","1.07","0.42","1.3","0.27","1.23","0.37","1.17","0.18","1.07","0.16","0.03","0.05","","","0.0004","0.00019","0.00245","","","","4.69","","0.06","0.02","","","","","","","","","","","","","","","","","","","","","","","","","973330",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SAE","","","s_JAG19 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOL","","","","","WR [19933] ","49.89","0.58","","18.01","","","","","10.11","6.65","0.14","","2.29","2.5","0.06","","","","","","","","","","","","","","","","0.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","","277","933","","","57","265","44","71","12.91","","","","","80.5","98.7","14.7","17.6","0.52","","0.00075","0.01412","0.00534","","","","","","","","2.07","122","2.98","5.02","0.94","4.57","1.43","0.53","2.03","0.39","2.29","0.54","1.69","0.31","1.56","0.25","0.19","0.02","","","0.0008","0.00037","0.00558","","","","1.02","","0.12","0.03","","","","","","","","","","","","","","","","","","","","","","","","","973331",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SAE","","","s_JAG20 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOL","","","","","WR [19933] ","50.75","0.58","","19.73","","","","","10.37","3.93","0.14","","2.14","2.41","0.07","","","","","","","","","","","","","","","","0.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","","288","961","","","57","291","39","82","13.47","","","","","76.8","102.1","14.83","20.8","0.57","","0.00094","0.00191","0.00573","","","","","","","","1.83","111","2.88","5.19","0.93","4.6","1.43","0.57","2.02","0.4","2.41","0.55","1.7","0.31","1.56","0.27","0.2","0.02","","","0.0008","0.00037","0.0064","","","","1.13","","0.1","0.03","","","","","","","","","","","","","","","","","","","","","","","","","973332",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SAE","","","s_JAG21 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOL","","","","","WR [19933] ","45.41","0.63","","19.76","","","","","8.83","10.25","0.16","","2.39","2.14","0.05","","","","","","","","","","","","","","","","1.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","","308","1031","","","68","266","39","84","14.4","","","","","70.5","98.35","14.35","18","0.59","","0.00112","0.00114","0.0168","","","","","","","","1.91","124","3.06","9.29","0.99","4.77","1.36","0.6","2.02","0.4","2.27","0.53","1.66","0.28","1.54","0.25","0.23","0.02","","","0.0016","0.00037","0.00531","","","","1.21","","0.29","0.06","","","","","","","","","","","","","","","","","","","","","","","","","973333",


References:

"[5790] SENGUPTA S. K., ACHARYYA S. K., DESMETH J. B. ; GEOCHEMISTRY OF ARCHEAN VOLCANIC ROCKS FROM IRON ORE SUPERGROUP, SINGHBHUM, EASTERN INDIA ; PROC. INDIAN ACAD. SCI. (EARTH PLANET. SCI.) 106 [1997] 327-342"

"[18995] CHAUDHURI T., MAZUMDER R., ARIMA M. ; PETROGRAPHY AND GEOCHEMISTRY OF MESOARCHAEAN KOMATIITES FROM THE EASTERN IRON ORE BELT, SINGHBHUM CRATON, INDIA, AND ITS SIMILARITY WITH ^BARBERTON TYPE KOMATIITE^ ; J. AFR. EARTH SCI. 101 [2015] 135-147"

"[19037] NELSON D. R., BHATTACHARYA H. N., THERN E. R., ALTERMANN W. ; GEOCHEMICAL AND ION-MICROPROBE U-PB ZIRCON CONSTRAINTS ON THE ARCHAEAN EVOLUTION OF SINGHBUM CRATON, EASTERN INDIA ; PREC. RESEARCH 255 [2014] 412-432"

"[19933] MANIKYAMBA C., RAY J., GANGULY S., SINGH M. R., SANTOSH M., SAHA A., SATYANARAYANAN M. ; BONINITIC METAVOLCANIC ROCKS AND ISLAND ARC THOLEIITES FROM THE OLDER METAMORPHIC GROUP (OMG) OF SINGHBHUM CRATON, EASTERN INDIA: GEOCHEMICAL EVIDENCE FOR ARCHEAN SUBDUCTION PROCESSES ; PREC. RESEARCH 271 [2015] 138-159"

"[21131] CHAUDHURI T., SATISH-KUMAR M., MAZUMDER R., BISWAS S. K. ; GEOCHEMISTRY AND SM-ND ISOTOPIC CHARACTERISTICS OF THE PALEOARCHEAN KOMATIITES FROM SINGHBHUM CRATON, EASTERN INDIA AND THEIR IMPLICATIONS ; PREC. RESEARCH 298 [2017] 385-402"

